timestamp,ticker,side,shares,price,amount
2026-06-12T05:44:35.316462+00:00,AAPL,BUY,3.3826065808049464,295.6300048828125,1000.0
2026-06-12T05:44:38.811723+00:00,AAPL,BUY,3.3826065808049464,295.6300048828125,1000.0
2026-06-12T05:44:40.416553+00:00,AAPL,BUY,3.3826065808049464,295.6300048828125,1000.0
2026-06-12T05:44:41.450851+00:00,AAPL,BUY,3.3826065808049464,295.6300048828125,1000.0
2026-06-12T05:44:47.471191+00:00,PLTR,BUY,7.628928791814268,131.0800018310547,1000.0
